CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
100001111,03/06/2011,19:39:00,,,14,03/06/2011,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,NA,,NA,987220,212676,,,,,40.750430768,-73.989282176,"(40.750430768, -73.989282176)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
100001206,02/15/2012,12:00:00,02/17/2012,01:20:00,113,02/17/2012,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,QUEENS,REAR OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1045862,187367,,,,,40.680749693,-73.777864583,"(40.680749693, -73.777864583)",PATROL BORO QUEENS SOUTH,,45-64,BLACK,M
100001361,02/21/2020,12:00:00,02/21/2020,12:01:00,110,08/11/2020,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1015674,208841,,,,,40.73984932600007,-73.88660446499993,"(40.73984932600007, -73.88660446499993)",PATROL BORO QUEENS NORTH,,25-44,WHITE HISPANIC,F
100001406,07/22/2010,09:00:00,07/22/2010,15:10:00,103,07/22/2010,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1048063,198588,,,,,40.711533037,-73.769822795,"(40.711533037, -73.769822795)",PATROL BORO QUEENS SOUTH,,25-44,WHITE HISPANIC,F
100001475,09/22/2010,16:00:00,09/22/2010,16:30:00,114,09/22/2010,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DEPARTMENT STORE,N.Y. POLICE DEPT,0,NA,,NA,1008076,213835,,,,,40.753580331,-73.914004978,"(40.753580331, -73.914004978)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
100001492,05/20/2019,19:30:00,05/20/2019,19:50:00,13,05/20/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,990908,209028,<18,BLACK,F,,40.74041591300004,-73.97597511999999,"(40.74041591300004, -73.97597511999999)",PATROL BORO MAN SOUTH,,<18,BLACK,F
100001762,07/01/2007,02:00:00,,,47,07/05/2007,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,STREET,N.Y. POLICE DEPT,0,NA,,NA,1031530,263213,45-64,BLACK,M,,40.889014427,-73.829003449,"(40.889014427, -73.829003449)",PATROL BORO BRONX,,45-64,BLACK,M
100002004,11/15/2007,18:20:00,11/15/2007,18:25:00,30,11/15/2007,348,VEHICLE AND TRAFFIC LAWS,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,996329,238263,,,,,40.820652506,-73.956360128,"(40.820652506, -73.956360128)",PATROL BORO MAN NORTH,,,UNKNOWN,E
100002181,03/03/2018,12:00:00,,,69,07/13/2018,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,OTHER,N.Y. POLICE DEPT,0,,,,1010641,175525,UNKNOWN,UNKNOWN,F,,40.64842111900003,-73.90489710899999,"(40.648421119, -73.904897109)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
100002195,11/10/2019,12:00:00,11/10/2019,14:00:00,109,11/10/2019,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,GYM/FITNESS FACILITY,N.Y. POLICE DEPT,0,,,,1029422,226315,,,,,40.787751343000025,-73.83687595999999,"(40.787751343000025, -73.83687595999999)",PATROL BORO QUEENS NORTH,,18-24,ASIAN / PACIFIC ISLANDER,M
100002449,10/08/2013,00:01:00,10/08/2013,01:30:00,104,10/08/2013,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1011717,203481,,,,,40.725150623,-73.900905606,"(40.725150623, -73.900905606)",PATROL BORO QUEENS NORTH,,18-24,UNKNOWN,F
100002954,02/05/2011,23:54:00,,,40,02/06/2011,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,4749,1005710,233682,,,,,40.808061135,-73.922481314,"(40.808061135, -73.922481314)",PATROL BORO BRONX,,,UNKNOWN,E
100002988,06/11/2009,23:25:00,06/11/2009,23:30:00,104,06/11/2009,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,1013226,195566,,WHITE,M,,40.703421036,-73.895495484,"(40.703421036, -73.895495484)",PATROL BORO QUEENS NORTH,,25-44,WHITE,M
100003098,10/02/2014,13:40:00,,,25,10/02/2014,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,LINCOLN,645,1001769,234797,25-44,BLACK HISPANIC,M,,40.811130194,-73.936714506,"(40.811130194, -73.936714506)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,F
100003121,04/10/2010,10:20:00,04/10/2010,10:29:00,79,04/10/2010,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,998241,187165,25-44,BLACK,M,,40.680398609,-73.949558393,"(40.680398609, -73.949558393)",PATROL BORO BKLYN NORTH,,18-24,UNKNOWN,F
100003185,05/20/2016,00:05:00,,,73,05/20/2016,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,,NA,1009298,177673,18-24,BLACK,M,,40.65432081,-73.909728851,"(40.65432081, -73.909728851)",PATROL BORO BKLYN NORTH,,UNKNOWN,UNKNOWN,E
100003247,02/03/2007,23:15:00,02/03/2007,23:15:00,114,02/03/2007,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006954,216229,,UNKNOWN,F,,40.760154201,-73.918046587,"(40.760154201, -73.918046587)",PATROL BORO QUEENS NORTH,,45-64,WHITE HISPANIC,M
100003254,04/27/2018,18:54:00,04/27/2018,18:57:00,18,04/27/2018,355,OFFENSES AGAINST THE PERSON,115,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,,,,988669,216684,25-44,BLACK,M,1,40.761431104000046,-73.98404983599994,"(40.761431104, -73.984049836)",PATROL BORO MAN SOUTH,50 STREET,UNKNOWN,UNKNOWN,E
100003439,11/17/2014,17:45:00,11/17/2014,18:00:00,45,11/17/2014,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1025841,244755,25-44,WHITE HISPANIC,F,,40.838381514,-73.849693409,"(40.838381514, -73.849693409)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,M
100003492,05/30/2020,23:33:00,05/30/2020,23:40:00,83,05/31/2020,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1007705,190345,,,,,40.68910696300003,-73.915425902,"(40.68910696300003, -73.915425902)",PATROL BORO BKLYN NORTH,,18-24,WHITE,F
100003577,11/12/2009,20:12:00,,,41,11/12/2009,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1015174,237038,,,,,40.817244359,-73.888278997,"(40.817244359, -73.888278997)",PATROL BORO BRONX,,,UNKNOWN,E
100003895,07/11/2018,08:40:00,07/11/2018,08:44:00,46,07/11/2018,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,,,,1009494,247830,UNKNOWN,UNKNOWN,U,,40.84688334300005,-73.908759117,"(40.846883343, -73.908759117)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
100004581,08/24/2012,23:00:00,08/24/2012,23:30:00,30,08/25/2012,126,MISCELLANEOUS PENAL LAW,760,"BRIBERY,PUBLIC ADMINISTRATION",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,998468,241896,,,,,40.830620873,-73.948624242,"(40.830620873, -73.948624242)",PATROL BORO MAN NORTH,,18-24,BLACK,F
100004603,03/08/2006,22:00:00,,,60,03/08/2006,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,288,985008,148394,,BLACK,F,,40.573991382,-73.997272904,"(40.573991382, -73.997272904)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
100004615,01/02/2019,14:46:00,01/02/2019,14:55:00,25,01/02/2019,341,PETIT LARCENY,343,"LARCENY,PETIT OF BICYCLE",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,1000345,230119,25-44,BLACK,M,,40.798293080000064,-73.94186988299998,"(40.798293080000064, -73.94186988299998)",PATROL BORO MAN NORTH,,25-44,WHITE HISPANIC,M
100004664,06/12/2016,16:45:00,,,75,06/12/2016,359,OFFENSES AGAINST PUBLIC ADMINI,750,RESISTING ARREST,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESTAURANT/DINER,N.Y. POLICE DEPT,0,,,NA,1015628,186760,45-64,WHITE HISPANIC,F,,40.679242421,-73.886873363,"(40.679242421, -73.886873363)",PATROL BORO BKLYN NORTH,,UNKNOWN,UNKNOWN,E
100004847,04/18/2009,03:10:00,04/18/2009,03:15:00,72,04/18/2009,353,UNAUTHORIZED USE OF A VEHICLE,462,UNAUTHORIZED USE VEHICLE 3,COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,975540,163531,,,,,40.615535159,-74.031373897,"(40.615535159, -74.031373897)",PATROL BORO BKLYN SOUTH,,18-24,WHITE HISPANIC,M
100005047,07/18/2016,01:20:00,07/18/2016,01:35:00,108,07/18/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1010511,211872,,,,,40.748185497,-73.905223873,"(40.748185497, -73.905223873)",PATROL BORO QUEENS NORTH,,UNKNOWN,UNKNOWN,F
100005053,01/28/2008,18:40:00,01/28/2008,18:45:00,77,01/28/2008,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,993385,185344,25-44,BLACK,M,,40.675406718,-73.967068646,"(40.675406718, -73.967068646)",PATROL BORO BKLYN NORTH,,65+,BLACK,F
100005072,07/15/2008,14:05:00,07/15/2008,14:13:00,105,07/15/2008,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1054783,205577,,,,,40.73066506,-73.745510102,"(40.73066506, -73.745510102)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
100005089,02/20/2014,23:00:00,02/22/2014,03:00:00,115,02/23/2014,109,GRAND LARCENY,418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",COMPLETED,FELONY,QUEENS,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,,,NA,1024818,213376,,UNKNOWN,U,,40.752259534,-73.85358003,"(40.752259534, -73.85358003)",PATROL BORO QUEENS NORTH,,45-64,WHITE,M
100005120,01/23/2018,07:30:00,01/23/2018,08:00:00,67,01/23/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1004394,176572,25-44,BLACK,M,,40.65131131800007,-73.92740606799998,"(40.651311318, -73.927406068)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
100005262,01/27/2008,21:28:00,,,40,01/27/2008,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,BRONX,,HIGHWAY/PARKWAY,N.Y. POLICE DEPT,0,NA,,NA,1005131,233224,,,,,40.80680544,-73.924574265,"(40.80680544, -73.924574265)",PATROL BORO BRONX,,45-64,BLACK,M
100005362,01/13/2014,08:30:00,01/13/2014,20:25:00,34,01/13/2014,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1001904,249469,,UNKNOWN,U,,40.85140035,-73.936188213,"(40.85140035, -73.936188213)",PATROL BORO MAN NORTH,,18-24,WHITE,M
100005514,04/03/2016,04:00:00,04/03/2016,04:02:00,114,04/03/2016,347,INTOXICATED & IMPAIRED DRIVING,905,"INTOXICATED DRIVING,ALCOHOL",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,WOODSIDE,1269,1009077,214329,18-24,WHITE HISPANIC,F,,40.754933481,-73.910390193,"(40.754933481, -73.910390193)",PATROL BORO QUEENS NORTH,,45-64,WHITE HISPANIC,M
100005567,08/25/2014,09:00:00,08/25/2014,13:50:00,121,08/25/2014,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,943691,170165,,WHITE,M,,40.633655523,-74.146130206,"(40.633655523, -74.146130206)",PATROL BORO STATEN ISLAND,,25-44,BLACK,F
100005651,10/13/2020,13:30:00,10/13/2020,13:40:00,109,10/13/2020,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,1031133,217454,,,,,40.76342135600004,-73.83075901899997,"(40.76342135600004, -73.83075901899997)",PATROL BORO QUEENS NORTH,,65+,ASIAN / PACIFIC ISLANDER,F
100005768,01/31/2007,02:00:00,,,14,02/02/2007,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,MANHATTAN,INSIDE,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,NA,,NA,986947,215849,,,,,40.759139936,-73.990266211,"(40.759139936, -73.990266211)",PATROL BORO MAN SOUTH,,18-24,WHITE,F
100005847,12/04/2016,16:00:00,12/04/2016,16:15:00,41,12/13/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1015248,235512,25-44,BLACK,M,,40.81305566,-73.888018698,"(40.81305566, -73.888018698)",PATROL BORO BRONX,,25-44,BLACK,F
100005920,07/26/2012,15:00:00,07/27/2012,10:45:00,114,07/27/2012,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1011787,221896,,,,,40.775694907,-73.900577653,"(40.775694907, -73.900577653)",PATROL BORO QUEENS NORTH,,45-64,WHITE,M
100005972,07/24/2010,07:05:00,08/24/2010,07:15:00,88,08/24/2010,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,993686,188423,25-44,BLACK,M,,40.68385756,-73.965979193,"(40.68385756, -73.965979193)",PATROL BORO BKLYN NORTH,,25-44,WHITE,M
100006000,01/04/2012,16:40:00,01/09/2012,16:45:00,52,01/09/2012,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1010327,253958,,UNKNOWN,U,,40.863700447,-73.905724473,"(40.863700447, -73.905724473)",PATROL BORO BRONX,,45-64,WHITE HISPANIC,F
100006005,02/14/2015,20:00:00,02/14/2015,20:05:00,17,02/14/2015,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",ATTEMPTED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,NA,993176,216136,18-24,BLACK,M,,40.759923583,-73.967781291,"(40.759923583, -73.967781291)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
100006172,02/11/2012,15:00:00,,,44,02/20/2012,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,NA,,36502,1007174,239543,,,,,40.824144257,-73.917172879,"(40.824144257, -73.917172879)",PATROL BORO BRONX,,45-64,BLACK,F
100006285,07/07/2008,13:00:00,,,81,07/09/2008,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1003656,187150,25-44,BLACK,F,,40.680347223,-73.930035241,"(40.680347223, -73.930035241)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
100006287,04/29/2007,02:40:00,04/29/2007,04:30:00,71,04/29/2007,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,997453,181126,,BLACK,M,,40.663824117,-73.952411269,"(40.663824117, -73.952411269)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
100006447,03/20/2018,18:30:00,03/22/2018,07:40:00,71,03/22/2018,107,BURGLARY,234,"BURGLARY,UNKNOWN TIME",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,995827,178496,,,,,40.656607621000035,-73.95827669599998,"(40.656607621, -73.958276696)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
100006593,07/10/2013,15:45:00,,,9,07/10/2013,232,POSSESSION OF STOLEN PROPERTY,490,"STOLEN PROPERTY 3,POSSESSION",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,990347,205028,,,,,40.729437302,-73.978003192,"(40.729437302, -73.978003192)",PATROL BORO MAN SOUTH,,,UNKNOWN,E
100006798,06/06/2018,16:00:00,06/06/2018,17:00:00,114,06/26/2018,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1003885,215209,,,,,40.757361910000036,-73.92912776099996,"(40.75736191, -73.929127761)",PATROL BORO QUEENS NORTH,,18-24,ASIAN / PACIFIC ISLANDER,M
100006811,04/24/2009,11:00:00,04/24/2009,11:45:00,72,04/24/2009,107,BURGLARY,211,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,BROOKLYN,FRONT OF,OPEN AREAS (OPEN LOTS),N.Y. POLICE DEPT,0,NA,,NA,981312,177355,,,,,40.653482904,-74.010589813,"(40.653482904, -74.010589813)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,D
100006895,07/19/2012,03:45:00,07/19/2012,03:50:00,88,07/19/2012,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,994019,188128,,BLACK,M,,40.683047491,-73.964778963,"(40.683047491, -73.964778963)",PATROL BORO BKLYN NORTH,,25-44,BLACK,M
100006967,05/27/2017,16:53:00,05/27/2017,16:57:00,28,05/27/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,OPPOSITE OF,STREET,N.Y. POLICE DEPT,0,,,NA,997420,230532,25-44,BLACK,F,,40.799431496,-73.952433522,"(40.799431496, -73.952433522)",PATROL BORO MAN NORTH,,45-64,UNKNOWN,F
100007052,08/05/2014,20:00:00,08/05/2014,21:00:00,75,08/07/2014,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,1018380,184864,,,,,40.674028151,-73.876961105,"(40.674028151, -73.876961105)",PATROL BORO BKLYN NORTH,,<18,BLACK,F
100007087,,13:39:00,,,68,11/10/2006,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,980384,167887,,WHITE,M,,40.62749491,-74.013928841,"(40.62749491, -74.013928841)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,M
100007194,09/23/2012,05:00:00,09/23/2012,05:05:00,105,09/23/2012,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1056626,199725,,UNKNOWN,U,,40.714587915,-73.73892331,"(40.714587915, -73.73892331)",PATROL BORO QUEENS SOUTH,,,WHITE HISPANIC,F
100007309,02/04/2011,23:45:00,02/04/2011,23:52:00,73,02/05/2011,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1006620,183268,,BLACK,M,,40.669685015,-73.919361754,"(40.669685015, -73.919361754)",PATROL BORO BKLYN NORTH,,18-24,BLACK,F
100007458,03/24/2013,10:30:00,03/24/2013,11:02:00,18,03/24/2013,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,NA,,NA,988095,215517,,,,,40.758228256,-73.986122517,"(40.758228256, -73.986122517)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
100007686,04/15/2016,00:05:00,04/15/2016,08:00:00,13,04/15/2016,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,FAST FOOD,N.Y. POLICE DEPT,0,,,NA,989617,206688,,,,,40.733994068,-73.980635741,"(40.733994068, -73.980635741)",PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,E
100007771,01/13/2009,20:00:00,01/13/2009,20:20:00,104,01/13/2009,109,GRAND LARCENY,417,"LARCENY,GRAND FROM PERSON,PURS",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1008918,194147,,WHITE HISPANIC,M,,40.699539271,-73.91103807,"(40.699539271, -73.91103807)",PATROL BORO QUEENS NORTH,,25-44,BLACK HISPANIC,F
100007871,05/06/2018,06:30:00,05/06/2018,06:50:00,108,05/06/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,ATTEMPTED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,1003929,208557,25-44,WHITE HISPANIC,F,,40.73910374800005,-73.92898840499998,"(40.739103748, -73.928988405)",PATROL BORO QUEENS NORTH,,25-44,BLACK HISPANIC,M
100007918,03/04/2015,20:00:00,03/04/2015,20:05:00,103,03/04/2015,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,QUEENS,,STREET,N.Y. POLICE DEPT,0,,,NA,1037520,194797,25-44,WHITE HISPANIC,M,,40.701197417,-73.807882104,"(40.701197417, -73.807882104)",PATROL BORO QUEENS SOUTH,,,UNKNOWN,E
100007947,06/11/2016,09:10:00,06/11/2016,09:20:00,102,06/11/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1030457,192987,45-64,ASIAN / PACIFIC ISLANDER,M,,40.696269095,-73.833367309,"(40.696269095, -73.833367309)",PATROL BORO QUEENS SOUTH,,UNKNOWN,UNKNOWN,F
100008016,02/22/2006,17:00:00,,,90,02/22/2006,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1000767,198398,,,,,40.711226231,-73.94042363,"(40.711226231, -73.94042363)",PATROL BORO BKLYN NORTH,,45-64,WHITE HISPANIC,M
