CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,ADDR_PCT_CD,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,BORO_NM,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,JURIS_DESC,JURISDICTION_CODE,PARKS_NM,HADEVELOPT,HOUSING_PSA,X_COORD_CD,Y_COORD_CD,SUSP_AGE_GROUP,SUSP_RACE,SUSP_SEX,TRANSIT_DISTRICT,Latitude,Longitude,Lat_Lon,PATROL_BORO,STATION_NAME,VIC_AGE_GROUP,VIC_RACE,VIC_SEX
100029918,10/02/2013,10:30:00,10/03/2013,10:59:00,42,10/03/2013,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,BRONX,INSIDE,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,1012076,239818,,,,,40.824884972,-73.899459937,"(40.824884972, -73.899459937)",PATROL BORO BRONX,,25-44,BLACK HISPANIC,F
100029931,04/01/2011,21:00:00,04/01/2011,23:45:00,115,04/02/2011,107,BURGLARY,223,"BURGLARY,RESIDENCE,NIGHT",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1024253,213498,,,,,40.752596966,-73.855618545,"(40.752596966, -73.855618545)",PATROL BORO QUEENS NORTH,,45-64,WHITE HISPANIC,F
100029932,04/20/2015,13:02:00,04/20/2015,13:02:00,112,04/20/2015,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,CHAIN STORE,N.Y. POLICE DEPT,0,,,NA,1025216,203915,,WHITE HISPANIC,M,,40.726289633,-73.852201151,"(40.726289633, -73.852201151)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
100030051,07/29/2007,11:46:00,07/29/2007,11:48:00,18,07/29/2007,112,THEFT-FRAUD,489,"THEFT,RELATED OFFENSES,UNCLASS",COMPLETED,FELONY,MANHATTAN,INSIDE,PARKING LOT/GARAGE (PRIVATE),N.Y. POLICE DEPT,0,NA,,NA,989614,214967,,,,,40.756717855,-73.980639964,"(40.756717855, -73.980639964)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
100030058,01/22/2010,16:40:00,01/23/2010,17:10:00,76,01/24/2010,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,985194,186766,,,,,40.679314449,-73.996598009,"(40.679314449, -73.996598009)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,M
100030303,06/23/2016,21:00:00,06/23/2016,22:40:00,49,06/24/2016,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,BRONX,FRONT OF,PARKING LOT/GARAGE (PUBLIC),N.Y. POLICE DEPT,0,,,NA,1030251,254038,,,,,40.863838685,-73.833692208,"(40.863838685, -73.833692208)",PATROL BORO BRONX,,25-44,WHITE HISPANIC,F
100030496,06/03/2019,16:00:00,,,44,06/04/2019,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,,1008455,243215,UNKNOWN,UNKNOWN,M,,40.83421942500007,-73.91253114899997,"(40.83421942500007, -73.91253114899997)",PATROL BORO BRONX,,45-64,WHITE HISPANIC,M
100030509,03/10/2019,01:10:00,03/10/2019,03:00:00,18,03/10/2019,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,MANHATTAN,,TRANSIT - NYC SUBWAY,N.Y. TRANSIT POLICE,1,,,,988451,217993,,,,1,40.76502407900006,-73.98483594999993,"(40.76502407900006, -73.98483594999993)",PATROL BORO MAN SOUTH,59 ST.-COLUMBUS CIRCLE,25-44,WHITE HISPANIC,F
100030576,08/01/2009,03:45:00,08/01/2009,04:00:00,104,08/01/2009,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,BEAUTY & NAIL SALON,N.Y. POLICE DEPT,0,NA,,NA,1016165,194911,,,,,40.701613104,-73.884898689,"(40.701613104, -73.884898689)",PATROL BORO QUEENS NORTH,,,UNKNOWN,D
100030655,11/07/2010,13:52:00,,,114,11/07/2010,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,QUEENS,INSIDE,FAST FOOD,N.Y. POLICE DEPT,0,NA,,NA,1009194,221861,,,,,40.775606538,-73.90993994,"(40.775606538, -73.90993994)",PATROL BORO QUEENS NORTH,,65+,WHITE,F
100030671,09/15/2006,18:00:00,09/18/2006,08:40:00,107,09/18/2006,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,QUEENS,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1046402,204000,,,,,40.726399453,-73.775764158,"(40.726399453, -73.775764158)",PATROL BORO QUEENS SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,F
100030716,01/16/2018,20:30:00,01/16/2018,20:47:00,79,01/16/2018,235,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSE",COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,999510,186800,,,,,40.67939467000008,-73.94498397699994,"(40.67939467, -73.944983977)",PATROL BORO BKLYN NORTH,,UNKNOWN,UNKNOWN,E
100030827,11/18/2007,02:30:00,11/18/2007,03:10:00,114,11/18/2007,355,OFFENSES AGAINST THE PERSON,115,RECKLESS ENDANGERMENT 2,COMPLETED,MISDEMEANOR,QUEENS,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,NA,,NA,1010966,220216,,,,,40.771086268,-73.903548594,"(40.771086268, -73.903548594)",PATROL BORO QUEENS NORTH,,,UNKNOWN,E
100030850,03/15/2016,22:00:00,03/15/2016,22:10:00,73,03/15/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1007348,184784,45-64,BLACK HISPANIC,M,,40.673844225,-73.916732256,"(40.673844225, -73.916732256)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
100030914,10/19/2013,22:00:00,,,47,10/20/2013,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1028374,266042,18-24,BLACK,M,,40.896795469,-73.840399115,"(40.896795469, -73.840399115)",PATROL BORO BRONX,,18-24,BLACK,F
100031039,05/06/2016,02:00:00,05/06/2016,13:30:00,45,05/10/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1025584,245431,,,,,40.840238141,-73.850618028,"(40.840238141, -73.850618028)",PATROL BORO BRONX,,45-64,BLACK HISPANIC,F
100031098,10/20/2014,22:15:00,,,47,10/20/2014,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,,STREET,N.Y. POLICE DEPT,0,,,NA,1026387,262634,,BLACK,M,,40.887451313,-73.847607787,"(40.887451313, -73.847607787)",PATROL BORO BRONX,,18-24,WHITE HISPANIC,M
100031373,09/07/2012,12:05:00,09/07/2012,12:10:00,75,09/07/2012,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BROOKLYN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,NA,,NA,1015966,188407,,,,,40.683761854,-73.885647011,"(40.683761854, -73.885647011)",PATROL BORO BKLYN NORTH,,,UNKNOWN,E
100031532,06/25/2018,14:04:00,06/25/2018,15:46:00,14,06/25/2018,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,HOTEL/MOTEL,N.Y. POLICE DEPT,0,,,,986402,212080,UNKNOWN,UNKNOWN,U,,40.74879513500007,-73.992234678,"(40.748795135, -73.992234678)",PATROL BORO MAN SOUTH,,25-44,WHITE HISPANIC,M
100031539,09/22/2012,16:37:00,09/22/2012,16:40:00,41,09/22/2012,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1012440,237118,,,,,40.817473083,-73.898156068,"(40.817473083, -73.898156068)",PATROL BORO BRONX,,45-64,WHITE HISPANIC,M
100031580,09/02/2014,15:10:00,09/02/2014,15:30:00,103,09/02/2014,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,QUEENS,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1038771,195254,18-24,WHITE HISPANIC,M,,40.702444153,-73.803366663,"(40.702444153, -73.803366663)",PATROL BORO QUEENS SOUTH,,18-24,WHITE HISPANIC,F
100031589,11/27/2015,16:00:00,12/28/2015,12:00:00,123,01/12/2016,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,STATEN ISLAND,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,937784,133562,25-44,UNKNOWN,M,,40.533158705,-74.167160644,"(40.533158705, -74.167160644)",PATROL BORO STATEN ISLAND,,25-44,WHITE,F
100031750,08/06/2014,19:45:00,08/06/2014,20:00:00,67,08/06/2014,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1000605,176892,,BLACK,M,,40.652197456,-73.941060166,"(40.652197456, -73.941060166)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,F
100031902,06/22/2016,21:30:00,06/22/2016,21:40:00,44,06/22/2016,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1005738,240744,25-44,BLACK,F,,40.827444269,-73.922357559,"(40.827444269, -73.922357559)",PATROL BORO BRONX,,25-44,WHITE,M
100032046,07/26/2012,08:30:00,07/26/2012,21:30:00,19,07/27/2012,109,GRAND LARCENY,438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,997219,225464,,,,,40.7855215,-73.953169287,"(40.7855215, -73.953169287)",PATROL BORO MAN NORTH,,65+,WHITE,F
100032071,03/26/2013,02:12:00,03/26/2013,02:25:00,66,03/26/2013,235,DANGEROUS DRUGS,508,"DRUG PARAPHERNALIA,   POSSESSE",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,NA,,NA,984191,174077,,,,,40.64448599,-74.000214046,"(40.64448599, -74.000214046)",PATROL BORO BKLYN SOUTH,,,UNKNOWN,E
100032230,06/14/2017,11:05:00,06/14/2017,11:10:00,70,06/14/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,NA,995771,175895,25-44,BLACK,M,,40.649468516,-73.958482969,"(40.649468516, -73.958482969)",PATROL BORO BKLYN SOUTH,,UNKNOWN,UNKNOWN,D
100032432,01/01/2012,00:01:00,12/31/2012,00:01:00,14,07/23/2014,341,PETIT LARCENY,307,"LARCENY,PETIT BY DISHONEST EMP",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,,,NA,987897,211692,,ASIAN / PACIFIC ISLANDER,M,,40.747729682,-73.986839293,"(40.747729682, -73.986839293)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
100032519,08/15/2013,09:15:00,08/15/2013,09:20:00,19,08/15/2013,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,,OTHER,N.Y. POLICE DEPT,0,NA,,NA,995795,217850,,WHITE HISPANIC,M,,40.764625041,-73.958324552,"(40.764625041, -73.958324552)",PATROL BORO MAN NORTH,,<18,WHITE,M
100032578,06/13/2016,16:00:00,06/13/2016,16:30:00,25,06/13/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,MANHATTAN,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,MARCUS GARVEY PARK,,NA,1000685,233894,UNKNOWN,UNKNOWN,F,,40.808653793,-73.940632639,"(40.808653793, -73.940632639)",PATROL BORO MAN NORTH,,<18,UNKNOWN,F
100032901,02/20/2013,09:30:00,,,63,02/25/2013,109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1004689,164797,,,,,40.618990776,-73.926378605,"(40.618990776, -73.926378605)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,F
100032964,01/12/2014,16:15:00,01/12/2014,16:40:00,44,01/12/2014,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,BRONX,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,,,NA,1006434,244344,,,,,40.837323511,-73.919830757,"(40.837323511, -73.919830757)",PATROL BORO BRONX,,45-64,BLACK HISPANIC,M
100033062,10/23/2012,11:00:00,10/23/2012,11:15:00,90,10/23/2012,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,PUBLIC SCHOOL,N.Y. POLICE DEPT,0,NA,,NA,1001001,198765,,BLACK,F,,40.71223312,-73.939578665,"(40.71223312, -73.939578665)",PATROL BORO BKLYN NORTH,,<18,BLACK,F
100033317,11/16/2007,14:40:00,11/16/2007,14:40:00,44,11/16/2007,352,CRIMINAL TRESPASS,205,"TRESPASS 2, CRIMINAL",COMPLETED,MISDEMEANOR,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1007307,244828,,,,,40.838649714,-73.916674162,"(40.838649714, -73.916674162)",PATROL BORO BRONX,,,UNKNOWN,E
100033371,05/21/2018,18:22:00,,,18,05/21/2018,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,989076,216906,UNKNOWN,UNKNOWN,U,,40.76204022400003,-73.98258049699997,"(40.762040224, -73.982580497)",PATROL BORO MAN SOUTH,,45-64,UNKNOWN,F
100033756,03/20/2012,16:05:00,,,48,03/21/2012,118,DANGEROUS WEAPONS,793,WEAPONS POSSESSION 3,COMPLETED,FELONY,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1015285,250162,18-24,WHITE HISPANIC,M,,40.853265535,-73.887817256,"(40.853265535, -73.887817256)",PATROL BORO BRONX,,,UNKNOWN,E
100033798,09/16/2017,01:00:00,09/16/2017,01:05:00,75,09/16/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,BROOKLYN,,STREET,N.Y. POLICE DEPT,0,,,NA,1019167,188175,,,,,40.683113019,-73.874106781,"(40.683113019, -73.874106781)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
100033831,03/07/2014,09:45:00,03/07/2014,09:50:00,52,03/07/2014,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,1012344,254858,,,,,40.866164484,-73.898428585,"(40.866164484, -73.898428585)",PATROL BORO BRONX,,,UNKNOWN,E
100033878,09/05/2010,03:06:00,,,52,09/05/2010,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,BRONX,,STREET,N.Y. POLICE DEPT,0,NA,,NA,1013314,254565,,,,,40.865357149,-73.894922858,"(40.865357149, -73.894922858)",PATROL BORO BRONX,,,UNKNOWN,E
100033886,09/15/2018,22:25:00,09/15/2018,22:35:00,104,09/15/2018,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,QUEENS,,PARK/PLAYGROUND,N.Y. POLICE DEPT,0,,,,1015681,191201,25-44,BLACK HISPANIC,M,,40.691431755000046,-73.88666156399995,"(40.691431755, -73.886661564)",PATROL BORO QUEENS NORTH,,25-44,BLACK HISPANIC,M
100033923,09/28/2013,16:45:00,09/28/2013,16:50:00,19,09/28/2013,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,MANHATTAN,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,998699,220850,25-44,WHITE HISPANIC,M,,40.772854993,-73.947834804,"(40.772854993, -73.947834804)",PATROL BORO MAN NORTH,,25-44,BLACK,M
100034077,09/16/2020,19:55:00,09/16/2020,19:58:00,104,09/16/2020,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,QUEENS,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,,,,1009103,194183,UNKNOWN,WHITE,M,,40.699637566000035,-73.91037074699994,"(40.699637566000035, -73.91037074699994)",PATROL BORO QUEENS NORTH,,UNKNOWN,UNKNOWN,D
100034167,05/31/2016,23:45:00,06/01/2016,00:00:00,61,06/01/2016,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,INSIDE,CHAIN STORE,N.Y. POLICE DEPT,0,,,NA,1000933,154465,UNKNOWN,WHITE,F,,40.590639412,-73.939933517,"(40.590639412, -73.939933517)",PATROL BORO BKLYN SOUTH,,25-44,BLACK,M
100034554,07/01/2017,00:01:00,07/01/2017,13:00:00,70,07/01/2017,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,992535,168751,UNKNOWN,UNKNOWN,U,,40.62986338,-73.970153381,"(40.62986338, -73.970153381)",PATROL BORO BKLYN SOUTH,,45-64,ASIAN / PACIFIC ISLANDER,M
100034622,02/02/2016,16:00:00,02/02/2016,17:00:00,62,02/02/2016,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,,,NA,990051,163094,25-44,WHITE HISPANIC,M,,40.614338068,-73.979107256,"(40.614338068, -73.979107256)",PATROL BORO BKLYN SOUTH,,25-44,WHITE HISPANIC,F
100034931,11/10/2018,00:00:00,11/10/2018,01:00:00,47,11/10/2018,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,,1021555,261935,18-24,BLACK,M,,40.88555452800006,-73.86508717699996,"(40.885554528, -73.865087177)",PATROL BORO BRONX,,18-24,BLACK,F
100034935,12/06/2017,11:00:00,01/10/2018,15:00:00,62,01/11/2018,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,,985084,165156,45-64,WHITE,M,,40.61999969100003,-73.99699726499993,"(40.619999691, -73.996997265)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
100035207,04/20/2014,16:35:00,04/20/2014,16:45:00,1,04/20/2014,341,PETIT LARCENY,333,"LARCENY,PETIT FROM STORE-SHOPL",COMPLETED,MISDEMEANOR,MANHATTAN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,,,NA,983961,201733,,UNKNOWN,U,,40.720395421,-74.001044031,"(40.720395421, -74.001044031)",PATROL BORO MAN SOUTH,,,UNKNOWN,D
100035400,11/03/2018,02:00:00,11/03/2018,23:00:00,71,11/04/2018,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,BROOKLYN,INSIDE,BAR/NIGHT CLUB,N.Y. POLICE DEPT,0,,,,995296,178641,,,,,40.657006293000045,-73.96019023999997,"(40.657006293, -73.96019024)",PATROL BORO BKLYN SOUTH,,25-44,WHITE,F
100035458,06/29/2016,15:10:00,06/29/2016,15:20:00,18,06/29/2016,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,MANHATTAN,,STREET,N.Y. POLICE DEPT,0,,,NA,988451,217993,18-24,WHITE HISPANIC,M,,40.765024079,-73.98483595,"(40.765024079, -73.98483595)",PATROL BORO MAN SOUTH,,UNKNOWN,UNKNOWN,E
100035466,01/01/2014,17:00:00,01/01/2014,17:15:00,62,01/01/2014,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BROOKLYN,INSIDE,DRUG STORE,N.Y. POLICE DEPT,0,,,NA,981915,161786,,WHITE,M,,40.610749467,-74.008411249,"(40.610749467, -74.008411249)",PATROL BORO BKLYN SOUTH,,18-24,BLACK,M
100035790,12/05/2006,09:39:00,12/05/2006,12:00:00,88,12/05/2006,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,COMMERCIAL BUILDING,N.Y. POLICE DEPT,0,NA,,NA,991156,188730,25-44,BLACK,,,40.68470254,-73.975100996,"(40.68470254, -73.975100996)",PATROL BORO BKLYN NORTH,,25-44,BLACK,F
100035845,10/31/2009,14:30:00,10/31/2009,14:30:00,20,11/01/2009,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,MANHATTAN,INSIDE,OTHER,N.Y. POLICE DEPT,0,NA,,NA,989996,223208,,,,,40.779337025,-73.979254083,"(40.779337025, -73.979254083)",PATROL BORO MAN NORTH,,65+,UNKNOWN,M
100035858,02/16/2008,14:15:00,02/16/2008,14:20:00,61,02/16/2008,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BROOKLYN,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,999210,155004,45-64,WHITE,F,,40.592121935,-73.946136065,"(40.592121935, -73.946136065)",PATROL BORO BKLYN SOUTH,,45-64,WHITE,M
100035971,02/25/2017,03:30:00,02/25/2017,03:45:00,122,02/25/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,STATEN ISLAND,FRONT OF,RESIDENCE-HOUSE,N.Y. POLICE DEPT,0,,,NA,943380,137207,UNKNOWN,WHITE HISPANIC,M,,40.54319108,-74.147051356,"(40.54319108, -74.147051356)",PATROL BORO STATEN ISLAND,,25-44,WHITE,F
100036023,02/09/2007,16:40:00,,,52,02/09/2007,106,FELONY ASSAULT,106,ASSAULT POLICE/PEACE OFFICER,COMPLETED,FELONY,BRONX,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1010463,254335,,,,,40.864734795,-73.905231314,"(40.864734795, -73.905231314)",PATROL BORO BRONX,,,UNKNOWN,E
100036138,05/06/2019,11:20:00,05/06/2019,11:25:00,75,05/06/2019,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,BROOKLYN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,LINDEN,374.0,1016133,178623,UNKNOWN,BLACK,F,,40.65690638000007,-73.88509115599999,"(40.65690638000007, -73.88509115599999)",PATROL BORO BKLYN NORTH,,25-44,WHITE,F
100036311,04/08/2007,23:30:00,04/08/2007,23:35:00,47,04/13/2007,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,BRONX,FRONT OF,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1024526,268738,25-44,BLACK,F,,40.904213518,-73.854301593,"(40.904213518, -73.854301593)",PATROL BORO BRONX,,45-64,BLACK,F
100036410,06/16/2014,00:05:00,06/16/2014,00:08:00,25,06/16/2014,235,DANGEROUS DRUGS,567,"MARIJUANA, POSSESSION 4 & 5",COMPLETED,MISDEMEANOR,MANHATTAN,FRONT OF,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,LINCOLN,645,1001769,234797,,,,,40.811130194,-73.936714506,"(40.811130194, -73.936714506)",PATROL BORO MAN NORTH,,,UNKNOWN,E
100036514,07/01/2000,19:00:00,07/02/2006,12:00:00,107,07/02/2006,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,NA,,NA,1046023,209309,,,,,40.740973963,-73.777082797,"(40.740973963, -73.777082797)",PATROL BORO QUEENS SOUTH,,45-64,WHITE,F
100036620,03/31/2016,17:58:00,03/31/2016,18:00:00,103,03/31/2016,109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,QUEENS,FRONT OF,STREET,N.Y. POLICE DEPT,0,,,NA,1039793,195661,UNKNOWN,BLACK,M,,40.703554914,-73.799677386,"(40.703554914, -73.799677386)",PATROL BORO QUEENS SOUTH,,<18,WHITE HISPANIC,M
100036623,12/03/2014,15:30:00,,,28,12/03/2014,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,MANHATTAN,INSIDE,RESIDENCE - PUBLIC HOUSING,N.Y. HOUSING POLICE,2,,,638,998362,231048,,UNKNOWN,U,,40.800846321,-73.949030085,"(40.800846321, -73.949030085)",PATROL BORO MAN NORTH,,25-44,BLACK,F
100036830,06/26/2013,20:47:00,06/27/2013,09:00:00,41,07/25/2013,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,BRONX,INSIDE,RESIDENCE - APT. HOUSE,N.Y. POLICE DEPT,0,NA,,NA,1015248,235512,,,,,40.81305566,-73.888018698,"(40.81305566, -73.888018698)",PATROL BORO BRONX,,45-64,BLACK,F
